AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
3.237284291773176,3.376552111350437,-0.8616715084908562,-2.893392279376358,4.147967480128396,4.952118522212515,0.6916775708598788,0.4580061777604139,-2.330235108565147,5.0681621836834845,2.3449905189541616,-3.914278900237649,-1.2827089885021072,-5.022785712361651
0.7415715792956297,1.3243031804384575,-0.1126226071753522,-2.264182389318061,1.8757182115173332,3.66656107265556,0.6617539401128627,1.814705197093483,-0.2825390537012768,4.864750557159829,4.574551582770171,-2.1449240052386838,0.6850628730802047,-2.934276184217146
-2.080350365728866,-0.5399601434957431,1.1260262575377875,-0.6022736066715473,-1.789394786367783,0.4839128247213593,-0.2536649634773757,2.347248418518708,1.8098087615280325,4.307923662016278,5.492914752913463,0.3451679669751669,3.82141669118842,-0.1051291695597691
-4.228326041208631,-3.307829973481613,1.5162934920156936,-0.0005963746500439,-3.850350116106655,-1.6041780321265593,-1.8483435873065184,2.159746955487162,3.9888711215345367,5.24164273339341,4.993603014377963,1.1264067365861257,5.615619509647121,0.9719527366001
-2.745630384142363,-2.2223604060466835,1.5735908448187583,1.9396758274881016,-2.5370048239163103,-3.084005429279165,-1.1858985776465287,2.7985511406453387,5.847872833032066,4.486457746227184,6.22070229318253,0.8209641349307537,5.058623915214385,0.7976770770379147
-0.4186110196630067,-0.9175645219344434,2.54250662259648,5.369654187137065,0.0293784952845135,-4.934283445241897,-0.3399478726244023,2.8329925877369133,6.5185888346460175,4.065645196203929,5.96593085855608,1.3598380626971696,5.79481831064107,1.347428998411627
1.793802012548898,-0.631034884515034,2.587251793078167,7.3440837843449085,1.3989311965763795,-6.682266098930654,0.4143480474044076,2.734267514331598,5.433980611447165,4.483402843096815,4.427390950352269,0.3137185750709401,4.815519306700177,0.3491350577371921
3.5949857610241747,0.9149007346786374,3.186825896082149,9.439262535898298,1.205640284043886,-7.540136387400743,2.07396950568586,2.731740885680764,3.1374128153537333,3.8849009039232367,4.983503409033538,0.9586569068389952,4.079902658373047,0.5071627038715822
4.022849169615306,2.6330197987499027,4.7575833082794725,10.15201463446162,-0.1832912778804575,-7.454309810217557,1.4355622384211164,2.7213166103671256,1.2107581233741311,4.257558551977151,5.946287122512984,4.535879296686439,5.7094627226178485,4.727302159636291
4.5943028739657175,4.229750740569052,5.157444179835014,8.345676736813385,-0.9728082798945752,-5.13998744029717,-0.2348718929471659,2.4246351512788937,1.1676729372443484,5.421919548194688,6.329283955383892,6.610577519247311,5.604428107333717,8.154859775326816
5.318214245320334,7.227630603876369,6.468367510479901,7.398095371734671,1.0862855235328466,-0.1914474926695189,-0.5636103629499052,1.7539660636768095,3.172793866191027,5.831724869059345,8.407089409079257,10.536280053275846,6.069956396967379,12.501058097754877
5.562989296347998,8.803231641599787,7.951613327163608,6.181173083774341,3.62854822489191,2.8046603293843564,-0.7502337962747772,2.2586849915422738,5.719191977447102,5.660659532599542,9.143366080330823,13.341221385310684,7.300760074336338,16.198085250498067
4.635129276607818,6.513869984308241,7.166352628160329,3.040752113155597,3.915576700361884,3.970775355633891,0.0648462977190296,2.088330025173472,6.644320057099943,3.713763472432485,7.659505844484883,10.071659875206644,6.205254637233321,13.1338135837013
2.703463257971121,3.95911979310144,6.807726134001031,0.5838275677208137,2.055319194616924,3.968216255220144,2.3410571508349616,1.4560232402471922,4.746332259743282,0.6206225296058208,7.319251823120903,7.495579565091051,5.706733986577476,9.40571543861316
0.3804405834162088,0.3013892110609532,6.500703585340264,-2.978675491489512,-2.695209534729316,1.6659128429186982,4.303843634459643,2.464366243889764,0.742897812061166,-2.6866780513420108,5.797039873178282,3.8190412884010017,5.71776346966863,5.60076861310086
0.1189738344456812,-2.123321502882168,5.53628886053758,-5.462359730754439,-6.594850827838716,0.7141262509643984,4.549250292633256,1.7942759725425834,-3.177458208208239,-3.9850721735213743,4.273367224193172,-0.6504305058742658,4.553075642589937,2.746919256799044
3.114162742465903,0.8398238831491922,6.875069375020372,-1.5390242147916622,-5.924220558401496,1.0347844658307823,4.06401025850972,1.5633592460583978,-4.86593234409376,-1.676791009685792,5.387944345887774,1.3171280213923011,4.994447546518851,7.732504718501236
7.093143539598186,4.353320944368309,8.922338972812895,3.5423212437299982,-2.8198570385234705,1.8585754432833643,3.219617689924213,3.3623914834794077,-3.646105318878919,1.5596322483303935,5.762136905633255,3.476919018523688,6.124263703000555,14.634708890742424
12.725338704054304,8.42232146129011,10.110516011088723,9.594557602707326,1.6737857718064515,4.03451403818138,0.9368365074769718,2.8466696135032263,-0.6335244182410911,6.266125768286369,6.216803550897383,4.124811599172014,6.092558592853567,21.361128281166263
15.620233187646562,12.097246062476549,11.00935324592712,14.862504270434876,4.682955275963049,5.07229368525374,0.7638035763650569,3.586470418477194,2.2305574043694616,9.316972286410468,7.909406764986859,6.59312700725278,6.974456600652878,25.403532502516416
14.084266996327653,12.173787437420868,10.244651200090134,13.015296636797029,2.9911408250478058,4.98024012219917,2.4198798307920173,5.6680412426513005,3.650912240862153,8.389736098109408,8.264638926869688,5.410071806537728,7.762286836195402,21.637093218418137
12.988569694703086,12.17847168226333,8.177501278236791,10.100145111514442,0.252481698389652,5.081274228277247,2.965197727904712,5.323899332276676,3.835375102832259,8.014734864976349,8.736231332127197,2.43964848553502,7.401981091450549,15.77700337329981
9.653478650913245,12.443209601039143,6.149190689625997,7.620798017790971,-1.4022346230785137,4.8562521118664,5.4750473289817725,7.117917726483612,4.122249559321318,6.683167020459525,10.5136469768305,2.237118878610976,8.293640682762671,8.510676212107233
6.318935400008024,11.309487682205814,4.460424038356308,4.686956211426648,-2.0831702286571425,5.2990534667393066,6.594122540821015,8.496834696421228,5.715702407867841,5.470884046406049,9.66537922125035,1.0676109249268837,7.174880795660446,3.2293427377111152
4.876629034058587,8.852816593330285,2.459472462143048,5.025177293213984,-0.3291156871458138,6.587668687042143,4.553865801500949,6.051789219412917,8.547145356568555,6.736794887613425,6.640685634337441,-0.2471892906524812,2.216798463559129,1.941418557550056
0.8867211945352286,5.267234908841737,0.1789305859103426,5.588083624936716,2.10273829759894,7.177626358121883,3.811688777438736,4.98561332579421,11.169794853919768,6.738566752936223,3.8699891735946528,0.5867922208684306,-2.59930368721006,-0.6909033791743422
-3.375642834255772,0.1121452958798371,-2.1016389619234808,4.587297046017641,2.6772726559601043,7.266602118372146,1.5306755934423677,2.835023221860483,11.778107463820238,6.543135538638452,-1.6161143246574103,-0.2466556781893882,-9.746842742378927,-2.3259308581788867
-6.004643839668568,-4.24207064834097,-4.171281862996062,2.986763095041769,2.0694093613560494,6.336402518064343,-1.051939529241806,-0.4527970362766935,9.559614631244395,6.344586847614486,-5.409044385500862,-1.8869257264867183,-14.03580227297146,-4.163106082983784
-7.9020314985646865,-5.2937478306399335,-4.438159104225837,0.0823478097508993,1.207823017152113,4.021029782273771,-1.3501095931863991,0.1219039788745223,5.334453314219212,3.814556645145866,-5.080983785647894,-1.6971657046748474,-10.314892232496092,-6.216368469463674
-8.706897083381318,-6.30501126084211,-3.643861062746546,-3.6262565731351737,-1.1416978301815472,1.476250510400324,-2.9442830698530544,0.3537822992984195,1.0070698100287905,1.234162451242787,-6.327222086938767,-2.2925166979122014,-6.630223976225573,-5.333666320457764
-8.495014902644922,-7.206022429914185,-2.7368164075913417,-7.701407148755064,-2.79608561214767,-1.5240932924831747,-4.6255475366271925,-0.541925204558587,-1.7152112013496357,-1.5395982974183913,-6.01875935282766,-3.2152243527246496,-0.3769929299755667,-4.786723136881155
-6.765456186442163,-5.489133025916105,-1.67043743249907,-9.075480052267642,-2.052551035004868,-3.0504960795343994,-4.787338694028086,0.4759028210553513,-2.346654563815898,-3.4596326379273306,-3.564294330673369,-1.447395260789523,5.698792654653763,-2.769220041701243
-3.3266887266798286,-3.2840042737357957,-1.4141265203729363,-7.307827003511499,-1.0112074221359506,-2.725707627381816,-4.7131817308021,0.0455042257246999,-1.6617514167485332,-1.937384792081527,-2.59564994988624,1.1634676788819984,4.701435527837625,1.887981424262033
1.8882085371217885,0.1752969887741001,-1.2218899905762437,-4.882240177914157,0.3220018253371692,-2.586232675401828,-3.978706862993135,-1.226834815263287,-0.837135534515653,0.4011860670526261,0.7319856248556057,3.840925199984902,5.211096902275237,6.452623508135936
9.575937885771882,7.022803445259737,-0.2834465776984347,0.1617248879643022,1.163268774060263,-2.0952561387888964,-2.064248027077628,-0.2941562451227064,-0.4783201205829694,3.483699547804464,6.376235580123392,9.088297337147882,6.548068654582143,13.695211123063208
13.077734850664262,9.142650279461794,0.067280011188939,2.3531587243746483,0.3726031821829885,-1.8665411621539256,-1.184142492120411,-0.8245938738583551,-0.3314175025821813,4.72304118308055,7.5033065923972835,11.16716339362302,5.124881579038551,17.88334464135292
11.458579469572957,6.531692314605866,-0.2930783381114069,0.12859949995737,-0.6197742107381791,-2.2114654622762,-2.091171388263291,-2.529713036198931,0.1594880370185745,1.7891017824472422,6.635419642863587,8.419626006684778,6.223465890239455,15.80411268422734
9.921333938978602,4.793868279182794,-0.681246243925422,-1.036484623394737,-0.0598255505729219,-1.5448021380268335,-2.641200362481592,-2.930602810577671,1.0306313628275348,-1.5761956871466998,6.275304066749069,6.416991353915237,7.087852009843008,13.688107010631269
4.372348312744487,-1.620391000590012,-1.8620361970466572,-4.643070807377844,1.3546116834041246,-0.0285819300294819,-3.6698789905223297,-5.063928189939835,1.510926948893161,-6.283347036836116,1.6894117902148762,1.4040369246959103,4.684090016045502,8.184404177392016
1.5287238934592795,-5.094739981563792,-2.7532374601115133,-6.316647149196212,1.675313805720175,0.5541910855256516,-4.4455307440648175,-6.543122266689669,0.5843553059230953,-8.859925279396204,-0.4057135949685765,-2.5828310421574905,4.227771042837119,3.489037779873309
3.412032672046447,-3.7861451911792297,-2.9816136880560924,-4.595577703932628,0.6439787610378981,0.3582841433319689,-3.130359596885477,-5.885472407834191,-2.0497249195846514,-7.581178620276264,-0.1877457465333087,-1.4036169755801615,4.144395980561636,2.260108505841904
2.0340913742082405,-6.560017046954989,-3.6837466585384657,-4.9331108063759,-1.22146938454347,-0.2061070751577953,-1.8287301393997,-6.209247079872556,-5.455892669062872,-7.096346457940422,-4.075646815843046,-2.305153138491139,1.715685619863822,-2.060768898237855
2.954841995111728,-6.342662156264818,-4.180654799760988,-3.1541465047757864,-3.03328069331327,-1.5164975269022385,-0.5886831027324416,-5.521864866515263,-7.890516158779353,-4.781844309581437,-5.501219087781649,-2.541761598703804,1.129403843705019,-5.921445946169216
2.856107132219245,-6.064444532342965,-4.471067180978068,-2.611009838762409,-2.24634071702226,-1.9862414558471424,0.6400620303416772,-4.624083177570257,-7.92031407119806,-3.7810827088066423,-6.447042399497911,-1.7907314568845654,-0.6080521377986707,-8.54950394781039
-0.7234286710824968,-9.098751901250113,-4.315134481110697,-3.879500463381518,0.6796164125282464,-1.545056512367208,0.4887974650496869,-4.684442421747936,-5.413611078689407,-5.852380206641216,-9.42477035082409,-4.397352328101279,-5.120718692976141,-10.486998368020906
-1.5990800164131809,-8.085775184734626,-3.660913918795973,-2.5476238304297425,1.8588383078947588,-1.288679298496166,0.051155376650569,-3.6835497956495673,-1.679151837541892,-6.062445485935037,-9.107147281645725,-5.9759095896649885,-8.578402522494912,-9.7612111536686
-4.372412855224864,-8.089478830186913,-2.9730118291882293,-3.4468034064628976,1.837583375250212,-0.8617492977385298,-0.2744047842856353,-2.82974378190027,1.337108619325237,-7.660721993104971,-9.322496707276947,-6.618118180210748,-13.641167191282545,-8.736718304637762
-5.789705899318269,-9.34235380644829,-1.73602606249888,-3.576055391476869,0.2795184347705101,-0.791431026682508,-0.1267200201986165,-1.9896838713839284,2.234729026889936,-8.30830686690647,-10.035861111391547,-7.580986989429628,-16.107685881379837,-7.728639416990055
-3.246851967118659,-6.853075570490464,-0.9133449958294704,-2.184460073542181,-2.241660773342859,-1.2336915946746263,0.7908807296670874,-0.9983357900558738,0.9568637995900656,-5.580478044654448,-6.757670331974437,-5.673520094104573,-12.867831450265566,-6.560218297644935
-2.199131761503533,-5.606386266467243,-0.0186001219562927,-3.4897601076209965,-1.079144112067905,-1.3309586011936587,1.75242890417237,-0.5315620900873307,-1.254196036179673,-3.943238568899549,-3.1794587730320987,-2.528692582983314,-9.280830279518982,-5.594298055839901
1.5012956584344,-4.327454738255714,1.8624647428924588,-2.77761850610845,1.0598382535885302,-1.2155611752720583,3.083868418073157,0.4338674152220559,-2.657124464254405,-0.8506594562701377,0.9868545183236456,0.5571696079359201,-2.5506793292388927,-3.089028826686649
3.8041278101944656,-0.6228976260256917,2.010821906586413,-1.8771729135442377,2.39561407701902,-1.136502008737132,2.694988268647207,0.7531922847253066,-2.064916997216072,2.673394495729416,4.987126031932657,2.819594304700292,2.5087283115453123,-1.338016562777665
1.7609017210234656,0.253098410150533,1.7305398834782126,-2.706405232556972,2.90297022761178,-0.9613065207144637,0.2602578779456265,0.6828665734451012,0.4598296344527401,4.461669156375753,4.760386530213906,2.8906165094326446,2.888884639069833,-1.817408791782888
1.7482174771897925,0.778348740573429,1.910767245445347,-1.3920236203285308,-0.1652454906996497,-0.9948296611913576,-2.268147201525963,0.9767723278497578,3.66531841285191,7.668704602115704,3.7141980277681617,2.2768494422769363,5.717141149981517,-1.86578319526381
-0.3475785013544433,3.573636107940036,-0.077587115850503,-0.9850906450861032,-2.6628516865876497,-1.2688870144679465,-6.555015450069426,0.1082317825470923,5.903233436994306,10.898113862236617,2.613120148692257,1.1441489611769,7.050620515707465,-3.037688390757763
-2.37942868608983,2.650741140770915,-0.3800536243589415,-1.5282519641881038,-2.803834221640836,-1.2447408518859246,-8.258553607425462,0.1695267815495303,6.186122659608003,12.78906673409714,1.9460227263583108,1.095034194593818,7.217829406192687,-4.075715731882305
-1.1554800256336848,0.355917575827247,0.0534610925617116,-0.5576056254568296,-1.8552816632958709,-0.9645733206882308,-5.712015722515075,1.0043149708860204,4.824267944073377,13.880332975177346,3.4264683083118457,2.04945489880154,8.868171516553192,-2.8835012865920437
-2.1785331039789373,-0.5377910090230554,-1.5746547110557434,-0.4897934201298345,1.410280243356377,-0.9021039604269878,-3.572584069168566,0.8933649624444577,3.162199737184885,13.84746058557992,4.648402904454821,2.199872432770833,7.258049272764162,-2.4427301927921152
-2.6150361179508224,-5.702966232999679,-1.0823404806788337,-0.6214184688918817,2.769468836352679,-0.9803720428623136,1.0779900443577233,2.0285048618237864,2.5361215615720347,12.921178066170768,5.775111291257311,3.116067848385651,4.794734434572324,-2.0389818123470893
-2.6346674283856397,-7.687157779274623,-1.9064056741306985,0.0844575343066953,1.4764318692253238,-0.9700169559139312,3.840015685944661,1.539051244668951,3.1906208348917744,10.221288452730665,5.087587603120619,2.041033934086034,3.9025407597867554,-1.6266766750652997
-5.192069295381868,-3.7545115358361434,-4.519992620732104,-0.0053282625649023,0.3675833893312314,-0.9384672765439364,1.969219047330378,-1.1251244840817851,4.02052994677204,5.6580373813883575,1.8028068873859904,-1.4019742205206742,1.057527137246872,-2.820743079546591
-6.847320666214072,-2.1782162152428715,-5.035701034560869,-0.2424313946108477,-1.733240560335413,-0.4280586991242636,1.5832498483982829,-2.911887048079344,3.420471114542483,-0.1838731961564485,-1.5373684198178976,-4.246969655301807,-1.9265654284252764,-3.874424898841248
-8.79865951185573,2.82791292918752,-7.666228311577667,-0.0489984253521639,-1.682151327358105,0.6377899559262419,-0.5441536578526527,-6.772011099583904,0.6157910221578575,-8.628535242699396,-6.785466728394928,-9.408994235515108,-4.30878421071225,-5.098686467424303
-10.631633365002449,6.845258724407636,-8.965283503590591,-0.0586630876371401,0.3567357157484845,0.5957565101500164,-2.659905256859572,-8.89538505385157,-3.6151456296523534,-13.510559610390292,-10.521502599354356,-12.396695782411872,-7.722788718764234,-6.587468037815487
-9.638337193429576,3.7388413211660514,-6.5054643324536565,0.0692088754463788,0.7321255258386792,-0.5563096180435048,-2.465447486395594,-7.1334721883336885,-7.453398568951954,-12.76077226625867,-10.761451938038713,-10.700598362947355,-7.636324837356087,-7.015942611990726
-8.672984586347704,2.527760256085597,-5.2336762650400015,0.4494920793175622,0.7640465857952248,-1.9997829160007703,-4.323686498675784,-6.624283569824371,-9.354418828985054,-12.414410776345331,-11.946349834621012,-10.14084866239657,-5.682645937251871,-7.822652997845975
-7.196010532461773,0.2426051030758546,-1.802395673137924,0.7299975682436655,-1.1397170069384537,-4.115058334605814,-5.894127456865812,-4.040254391072539,-9.03899195902121,-8.648427704189253,-11.67670118293375,-7.191865731885911,-4.991374836151331,-8.859640416182655
-4.998446818550759,-2.513471828885065,1.702720271498285,1.0519977998205547,-3.5949783037240026,-4.858015511686924,-5.603522894272526,-1.1218332197703038,-7.37638688324737,-4.920015725011301,-9.713740072706171,-3.693497302274359,-2.7814135969505664,-8.358254084718972
-4.577928034367336,-0.4527522568821591,2.2644948371627245,1.6100435280983592,-3.191381964319247,-4.005483618185156,-4.023741262421744,-1.3723958220761894,-5.431630683997817,-5.137820951349121,-7.939975171933015,-3.7067774106575215,-2.2287857316443693,-7.725238447319924
-3.627490422250175,0.9282901505261124,4.442895454913444,2.3116865938419027,-1.6587387884293263,-3.4873026900092574,-0.6753815256563016,0.287482854853755,-3.668783529103578,-2.128520038589069,-4.081313265097868,-1.3091717813176242,-3.373757316139166,-6.724319399305877
-1.7067523960931918,2.0687157707505963,6.396892962495134,3.096930022261873,1.1681382549090848,-2.8184735196659823,3.7298819713683393,2.2647305192188654,-1.984288510701816,1.6025212767649113,1.6387506808988783,1.818331196546676,-1.6700939433160404,-3.990322611409058
-0.0660754262861931,4.052258625579976,7.583615079659278,3.992907468146793,3.530414450580558,-2.7115212137109155,5.473571992958771,2.1256891982852206,-0.2907904856826846,2.6833951336882755,5.389159971895068,2.7929964041933943,-0.6767806717724171,-2.28074316018039
3.265590215510506,5.251454910668021,9.50750807717507,5.069610003231764,3.226046419003747,-3.4946846124545123,3.2795823280283667,2.9062129731405597,1.1534141571507206,4.345374127673174,6.687054232908872,5.698018489338027,-0.5512809904808026,-0.3399976180850152
7.628145891129625,6.985789841635957,10.630621120819889,6.2500026036244245,2.830879686161368,-3.945229742452623,0.413377784047929,3.2615347833330395,2.0351227311255897,5.411437445823528,8.282027604001925,8.365618557616791,1.882247336842386,3.227776371117175
11.53484016449325,9.195126152156591,11.42853605996719,7.544600937622573,3.273634606672901,-4.302225253072828,-4.120693423085324,1.7259638073419872,2.439303916486711,4.259938824090438,8.687759623712068,9.089983559809664,2.720510683929649,5.666450071773372
13.748024858829371,10.464639701201474,11.34625484867713,8.310098188020676,3.415968048714324,-4.25459669328086,-6.459636911131609,1.2291745755023886,2.796473687653126,3.5758851558873297,7.355739601354937,10.740892493224605,2.207528636094018,7.150619923097133
13.02468892965719,8.954493150577612,10.678813584325624,8.057971758973093,2.9834184427757218,-3.5785076991342923,-4.252848893438847,0.5672142237709479,3.307178387740805,2.658982806923253,5.971738419404349,9.675258635850048,2.982484070261383,6.622154982681603
10.58514341522568,6.341276426574947,9.686292933544944,7.462739919879811,0.3489212506722908,-2.538937487754497,-2.708301503292072,-1.7401438334020498,3.52961034306826,-0.7512995817687048,2.80082976481138,6.163253975390821,2.1545567235160283,3.8384318111913274
6.660093757684792,3.4077042282971024,7.010339528435321,6.373135206627941,-5.6212301789623975,-0.959167061967599,0.3064433317125423,-3.292608852970063,2.6986956383096867,-4.4083604453332725,-2.881136375048077,3.608900673518496,0.4228829419221893,0.6321891655469297
3.827511107108044,0.3589340020689839,5.043681831298405,5.573373839255464,-9.22312290267292,0.5995200664649768,2.4115087073072847,-4.262406269068334,0.5093911258358119,-6.67054157737604,-5.841193083751792,-0.0544400387655124,0.0945500889260888,-1.2183672018993783
2.200275133849148,0.2033707170893677,2.7038238777907195,5.650175626964433,-7.182228605406397,2.1160462603820025,0.8802493630566505,-4.807605508332038,-2.476277704579513,-9.416027144111805,-6.358453469813308,-2.3340948480117985,-1.7860728960623296,-0.7161986102333444
-0.6512467907179627,0.6916651253473387,-1.4348952677760165,5.501419480087244,-2.683099460663893,3.677132386408037,0.7835110565369987,-4.264540530417799,-5.251827871203442,-11.822812666721612,-7.978064286173536,-3.06177696924788,-4.8037590395348815,0.2043510976821775
-3.053805761782216,0.0710361937390741,-4.517774945335539,5.426497424514572,4.5620519788629625,5.130240397483782,-0.0155527899454094,-3.480044792950143,-7.164491738807865,-13.114100164592902,-7.26252877213193,-6.1392401779253305,-6.774789141127159,1.3785637734309335
-4.841075220493218,0.8426361338329897,-6.995284140599107,4.96500815213454,8.528958732063014,5.712027391681198,-0.6310532360938494,-3.211403118040612,-8.246594818000172,-14.580320347782552,-7.052991966491936,-7.388071909187641,-9.191158595758552,1.8184774136960853
-5.06889971269405,1.31502191141468,-7.906991665369,3.717530652760642,4.55979952144988,5.280299918951561,1.992877954372183,-3.2799503180380234,-8.80557306944029,-12.782953175377797,-8.874388744454823,-6.618054208117102,-10.614614789045564,0.4846434916168233
-3.2675617451350267,1.2459991071400784,-6.5965000072999525,2.497052512207283,0.5763349121492093,4.740454801118796,3.825920651722075,-3.078483656390505,-8.84591397918298,-8.505405744548893,-8.290097146859178,-7.197671226676627,-10.32130270315697,-0.5497443327920077
-1.0617517426660514,3.360602687627432,-5.295534116184334,0.906168488441686,-2.7554422354893013,3.883274093575366,6.0236638631559325,-2.786314138180501,-8.040681636666264,-4.39942170201943,-7.992106980942223,-4.844568785557571,-10.75952438819613,-1.6715785137370802
0.3365841213059046,3.5058397009276705,-4.451295286501178,-0.6975016457579284,-4.1011051184737735,3.704935325557984,8.623508750376798,-1.5849574390018173,-6.271496388216495,-0.1177175689138769,-7.280965784782744,-2.665347589606068,-9.74946573274195,-1.9714143020714336
